DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB04883,Darusentan,171714-84-4,SmallMoleculeDrug,"","",177236,175426886,"","","","","","","","","",,,,154336,50108202,
DB04884,Dapoxetine,119356-77-3,SmallMoleculeDrug,"",D03649,71353,175426887,"","","","","","","","","",Dapoxetine,,,64453,,
DB04885,Cilansetron,120635-74-7,SmallMoleculeDrug,"",D03495,6918107,175426888,"","","","","","","","","",Cilansetron,,,5293321,,
DB04886,Calanolide A,142632-32-4,SmallMoleculeDrug,C09147,"",64972,175426889,"","","","","","","","","",,"",,58497,50002662,
DB04887,Brecanavir,313682-08-5,SmallMoleculeDrug,"",D03253,5743186,175426890,"","","","","","","","","","","",,4675192,4685,
DB04888,Bifeprunox,350992-10-8,SmallMoleculeDrug,"","",208951,175426891,"","","","","","","","","",Bifeprunox,,,181044,50241119,
DB04889,Bicifadine,71195-57-8,SmallMoleculeDrug,"",D03110,47953,175426892,"","","","","","","","","",,"",,43618,,
DB04890,Bepotastine,125602-71-3,SmallMoleculeDrug,"",D01654,2350,46504940,71204,PA164781356,"","","","","",http://www.rxlist.com/bepreve-drug.htm,http://www.pdrhealth.com/drugs/bepreve,Bepotastine,http://www.drugs.com/cdi/bepotastine-eye-drops.html,,2260,,DCL000719
DB04891,Becocalcidiol,524067-21-8,SmallMoleculeDrug,"","",5289547,175426893,"","","","","","","","","",,,,4451487,,
DB04892,Phenserine,101246-66-6,SmallMoleculeDrug,"","",192706,175426894,"","","","","","","","","",,"",,167225,10958,
DB04893,AZD3409,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04894,Vapreotide,103222-11-3,SmallMoleculeDrug,"",D06281,23725064,46506923,"",PA164743146,"","","","","","","","","",,64425,,DAP001242
DB04895,Pegaptanib,222716-86-1,BiotechDrug,"","",,,"",PA164771236,"","","","",14828,http://www.rxlist.com/cgi/generic/macugen.htm,"",Pegaptanib,http://www.drugs.com/cdi/pegaptanib.html,,,,DAP001259
DB04896,Milnacipran,92623-85-3,SmallMoleculeDrug,"",D08222,65833,46506141,"",PA164752812,"","","","","",http://www.rxlist.com/savella-drug.htm,"",Milnacipran,http://www.drugs.com/cdi/milnacipran.html,,59245,50239538,DAP001155
DB04897,Lucinactant,825600-90-6,BiotechDrug,"","",,,"","","","","","","",http://www.rxlist.com/surfaxin-drug.htm,"",Lucinactant,http://www.drugs.com/mtm/lucinactant.html,,,,
DB04898,Ximelagatran,192939-46-1,SmallMoleculeDrug,"","",9574101,46509040,"",PA161748474,"","","","","","","",Ximelagatran,"",,7848559,,DAP001218
DB04899,Nesiritide,124584-08-3,BiotechDrug,"","",,,"",PA164781045,"",P16860,ANFB_HUMAN,"",14052,http://www.rxlist.com/cgi/generic/natrecor.htm,"",Nesiritide,http://www.drugs.com/cdi/nesiritide.html,,,,DAP001320
DB04900,Thymalfasin,62304-98-7,BiotechDrug,"","",,,"",PA164748387,"","","","","",http://www.rxlist.com/cgi/generic/zadaxin.htm,"","","",,,,
DB04901,Galiximab,357613-77-5,BiotechDrug,"","",,,"","","","","","","","","",Galiximab,"",,,,
DB04902,AZD6140,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04903,Pagoclone,133737-32-3,SmallMoleculeDrug,"","",131664,175426895,"","","","","","","","","",Pagoclone,"",,116335,,
DB04904,Amolimogene,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04905,Tesmilifene,98774-23-3,SmallMoleculeDrug,"","",108092,175426896,"","","","","","","","","",,,,97190,50085260,
DB04906,ISA247,515814-00-3,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04907,EG009,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04908,Flibanserin,167933-07-5,SmallMoleculeDrug,"",D02577,6918248,175426897,"","","","","","","","","",Flibanserin,http://www.drugs.com/addyi.html,,,,
DB04909,Sitamaquine,57695-04-2,SmallMoleculeDrug,"","",42548,175426898,"","","","","","","","","",,,,38806,,
DB04910,Oxibendazole,20559-55-1,SmallMoleculeDrug,"","",4622,175426899,"","","","","","",1943,"","",Oxibendazole,,,4461,,
DB04911,Oritavancin,171099-57-3,SmallMoleculeDrug,C12034,"",16136912,175426900,"","","","","","","","","",Oritavancin,"",,17286443,,
DB04912,Stannsoporfin,106344-20-1,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04914,G17DT,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04915,Phenoxodiol,81267-65-4,SmallMoleculeDrug,"","",219100,175426901,"","","","","","","","","",,,,189918,,
DB04917,Renzapride,112727-80-7,SmallMoleculeDrug,"","",3052778,175426902,"","","","","","","","","",Renzapride,,,2314555,,
DB04918,Ceftobiprole,209467-52-7,SmallMoleculeDrug,"","",6918430,175426903,"","","","","","",20326,"","",Ceftobiprole,,,5293627,,
DB04919,Alfimeprase,259074-76-5,BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04920,Clevidipine,166432-28-6,SmallMoleculeDrug,"",D08892,153994,175426904,"","","","","","",20686,"","",Clevidipine,"",,,,
DB04921,MBP8298,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04922,XP13512,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04924,Itopride,122898-67-3,SmallMoleculeDrug,"","",3792,175426905,"",PA152432599,"","","","","","","",,,,3660,,
DB04925,Desmoteplase,145137-38-8,BiotechDrug,"","",,,"","","",P98119,URT1_DESRO,"","","","",Desmoteplase,,,,,
DB04926,Neramexane,219810-59-0,SmallMoleculeDrug,"","",6433106,175426906,"","","","","","","","","",,,,4938294,,
DB04927,NM100060,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",NM100060,,,,,
DB04928,XP12B,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04929,DG031,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04930,Permethrin,52645-53-1,SmallMoleculeDrug,C14388,D05443,40326,46505374,34911,PA164743137,"","","","",1313,http://www.rxlist.com/cgi/generic/elimite.htm,"",Permethrin,http://www.drugs.com/cdi/permethrin-cream.html,,36845,,DAP001235
DB04931,EPT1647,75921-69-6,SmallMoleculeDrug,"","",16197727,175426907,"","","","","","","","","",Melanotan,,,17310725,,
DB04932,Defibrotide,83712-60-1,BiotechDrug,"","",,,"",PA164749105,"","","","","","","",Defibrotide,"",,,,
DB04933,Eritoran,185954-98-7,SmallMoleculeDrug,"",D04043,6450173,175426908,46692,"","","","","","","","",,"",,,,
DB04934,Benzoxazinorifamycin,129791-92-0,SmallMoleculeDrug,"",D02550,9575171,175426909,"","","","","","","","","",,"",,,,
DB04936,Tagatose,17598-81-1,SmallMoleculeDrug,"","",92092,175426910,33954,"","","","","","","","",Tagatose,,,83142,,
DB04937,GV1001,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04938,Ospemifene,128607-22-7,SmallMoleculeDrug,"",D08958,3036505,175426911,73275,"","","","","","",http://www.rxlist.com/osphena-drug.htm,"",Ospemifene,http://www.drugs.com/osphena.html,,2300501,,
DB04940,E7389,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04941,Crofelemer,148465-45-6,SmallMoleculeDrug,"",D03605,,,"","","","","","","",http://www.rxlist.com/fulyzaq-drug.htm,"",Crofelemer,http://www.drugs.com/sfx/crofelemer-side-effects.html,,,,
DB04942,Tamibarotene,94497-51-5,SmallMoleculeDrug,C12864,D01418,108143,46509039,32181,PA164743464,"","","","","","","",Tamibarotene,"",,97231,,DAP000461
DB04943,LX201,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04944,Acadesine,2627-69-2,SmallMoleculeDrug,"","",17513,175426912,"","","","","","","","","",,,,16560,,
DB04946,Iloperidone,133454-47-4,SmallMoleculeDrug,"",D02666,71360,175426913,"",PA161199368,"","","","","",http://www.rxlist.com/fanapt-drug.htm,"",Iloperidone,http://www.drugs.com/fanapt.html,,64459,50034043,
DB04947,Altropane,180468-34-2,SmallMoleculeDrug,"","",6440180,175426914,"","","","","","","","","",,,,4944487,,
DB04948,Lofexidine,31036-80-3,SmallMoleculeDrug,"","",30668,46508453,51368,PA164744510,"","","","","","","",Lofexidine,"",,28460,,DAP000064
DB04949,Pexelizumab,219685-93-5,BiotechDrug,"","",,,"","","","","","","","","",Pexelizumab,"",,,,
DB04950,Ranpirnase,196488-72-9,BiotechDrug,"","",,,"","","","","","","","","",Ranpirnase,,,,,
DB04951,Pirfenidone,53179-13-8,SmallMoleculeDrug,"","",40632,175426915,"","","","","","",21466,"","",,,,37115,,
DB04952,Ramoplanin,76168-82-6,SmallMoleculeDrug,"","",73425378,175426916,"","","","","","","","","",,,,,,
DB04953,Ezogabine,150812-12-7,SmallMoleculeDrug,C13826,D09569,121892,175426917,68584,PA144997862,"","","","","",http://www.rxlist.com/potiga-drug.htm,"",Retigabine,http://www.drugs.com/mtm/ezogabine.html,,108740,50143558,
DB04954,Tecadenoson,204512-90-3,SmallMoleculeDrug,"","",158795,175426918,"","","","","","","","","",,,,139685,,
DB04955,Pumactant,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04956,Afelimomab,156227-98-4,BiotechDrug,"","",,,"","","","","","","","","",Afelimomab,"",,,,
DB04957,Azimilide,149908-53-2,SmallMoleculeDrug,C13777,"",9571004,175426919,"","","","","","","","","",Azimilide,"",,7845470,50117913,
DB04958,Epratuzumab,205923-57-5,BiotechDrug,"","",,,"","","","","","","","","",Epratuzumab,"",,,,
DB04959,HspE7,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04960,R115777,192185-68-5,SmallMoleculeDrug,"","",159324,175426920,"","","","","","","","","",,,,140122,,
DB04961,Troxacitabine,145918-75-8,SmallMoleculeDrug,"","",151173,175426921,"","","","","","","","","",Troxacitabine,"",,133241,,
DB04962,Bectumomab,158318-63-9,BiotechDrug,"","",,,"","","","","","","","","",Bectumomab,"",,,,
DB04963,rhGAD65,"",BiotechDrug,"","",,,"","","",Q05329,DCE2_HUMAN,"","","","",,,,,,
DB04964,Oregovomab,"",BiotechDrug,"","",,,"","","","","","","","","","","",,,,
DB04967,Lucanthone,479-50-5,SmallMoleculeDrug,C11715,"",10180,46507260,51052,PA164748783,"","","","","","","",Lucanthone,"",,9772,,DAP001003
DB04968,PH94B,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04969,NV1020,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04970,Lesopitron,132449-46-8,SmallMoleculeDrug,"","",60813,175426922,"","","","","","","","","",,,,54801,,
DB04971,Reglixane,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04972,Canfosfamide,439943-59-6,SmallMoleculeDrug,"","",6433120,175426923,"","","","","","","","","",,"",,4938308,,
DB04973,LErafAON,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04974,AP1903,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04975,Banoxantrone,136470-65-0,SmallMoleculeDrug,"","",,,"","","","","","","","","",,"",,,,
DB04976,M40403,"",BiotechDrug,"","",,,"","","",P04179,SODM_HUMAN,"","","","",,,,,,
DB04977,Aplidine,137219-37-5,SmallMoleculeDrug,"","",5459174,175426924,"","","","","","","","","",Aplidine,"",,4573001,,
DB04978,SP1049C,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04979,AVR118,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04980,Lemuteporfin,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04981,CG7870,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04982,Talampanel,161832-65-1,SmallMoleculeDrug,C13670,D02696,164509,175426925,"","","","","","","","","",,,,144217,50173337,
DB04983,Denufosol,318250-11-2,SmallMoleculeDrug,"",D03685,192708,175426926,"","","","","","","","","",,"",,,,
DB04985,PCK3145,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04986,ZYC300,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04987,P113D,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04988,IGN311,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04989,Ty800,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB04991,XL784,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04992,AP5346,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04995,AT1022,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04996,Satraplatin,129580-63-8,SmallMoleculeDrug,"","",123974,175426927,"","","","","","","","","",Satraplatin,,,110493,,
DB04997,ATL1102,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04998,AGRO100,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB04999,MBO7133,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05000,AeroLEF,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05001,PSN9301,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05003,Imexon,59643-91-3,SmallMoleculeDrug,"","",68791,175426928,"","","","","","","","","",,,,62031,50073659,
DB05004,AC162352,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05005,CCX282,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05006,MT201,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05007,XL647,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05008,NB001,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05009,BMS068645,250386-15-3,SmallMoleculeDrug,"","",6456013,175426929,"","","","","","","","","",,,,4958252,,
DB05010,SGS742,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05011,EG004,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05012,XEN2174,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05013,Ingenol Mebutate,75567-37-2,SmallMoleculeDrug,"",D09393,6918670,175426930,66913,"","","","","",21660,http://www.rxlist.com/picato-drug.htm,"",Ingenol_mebutate,http://www.drugs.com/ppa/ingenol-mebutate.html,,5293863,,
DB05014,XL999,921206-68-0,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05015,Belinostat,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05016,Ataluren,775304-57-9,SmallMoleculeDrug,"",D09323,11219835,175426931,"","","","","","","","","",Ataluren,"",,9394889,,
DB05017,YSIL6,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05018,Migalastat,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,"",,,,
DB05019,LC16M8,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05020,ANA380,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05021,EMZ702,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05022,Amonafide,69408-81-7,SmallMoleculeDrug,"","",50515,175426932,"","","","","","","","","",,,,45804,50033894,
DB05023,ATL1101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05024,CTA018,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05025,Arimoclomol,289893-25-0,SmallMoleculeDrug,"","",208924,175426933,"","","","","","","","","",Arimoclomol,,,181020,,
DB05026,APD125,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05027,DG041,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05028,Microplasmin,117698-25-6,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05029,Duramycin,1391-36-2,SmallMoleculeDrug,"","",,,"","","","","","","","","",,"",,,,
DB05030,XL880,937176-80-2,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05031,XP19986,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05032,REV131,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05033,INCB7839,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05034,Ularitide,115966-23-9,SmallMoleculeDrug,"","",16132416,175426934,"","","","","","","","","",,,,,,
DB05035,KB2115,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05036,Grn163l,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05037,AT7519,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05038,Anatibant,209733-45-9,SmallMoleculeDrug,"","",3025957,175426935,"","","","","","","","","",,,,2291585,,
DB05039,Indacaterol,312753-06-3,SmallMoleculeDrug,"",D09318,6918554,175426936,68575,PA165958348,"","","","",21063,http://www.rxlist.com/arcapta-neohaler-drug.htm,"",Indacaterol,http://www.drugs.com/international/indacaterol.html,,,,
DB05040,MVA3000,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05041,RP101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05042,SGS518,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05043,GSK159797,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05044,PSN357,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05045,TM30338,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05046,V1003,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05047,CX717,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",CX717,,,,,
DB05048,Cannabinor,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05049,DDP733,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05050,ADL5859,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05051,BZL101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05052,MF101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05053,MB07803,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05054,AN0128,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05055,RG2417,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05056,EGS21,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05057,Erdosteine,84611-23-4,SmallMoleculeDrug,"","",65632,175426937,"","","","","","","","","",Erdosteine,"",,59073,,
DB05058,AN2690,174671-46-6,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05059,ILY101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05060,R1626,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05061,GFT14,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05062,INCB9471,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05063,Mitoquinone,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05064,INCB13739,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05065,PHX1149,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05066,AV411,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05068,ATG002,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05069,ATG003,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05070,ADX10059,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05071,ACE393,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05072,AV608,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05073,SRT501,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05075,TG100801,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05076,Fenretinide,65646-68-6,SmallMoleculeDrug,"",D04162,5288209,175426938,"","",FEN,"","","","","","",Fenretinide,"",,4450416,,
DB05077,SLV319,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05078,AER001,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05079,HY10275,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05080,OBE101,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05081,JB991,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05082,ARX201,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05083,TMC278,500287-72-9,SmallMoleculeDrug,"","",6451164,175426939,"","","","","","","","","",,,,4953643,,
DB05084,BA058,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05087,Ganaxolone,38398-32-2,SmallMoleculeDrug,"","",38022,175426940,"","","","","","","","","",,,,34857,50055913,
DB05088,Tetrathiomolybdate,16330-92-0,SmallMoleculeDrug,"","",25199766,175426941,30703,"","","","","","","","",Tetrathiomolybdate,,,4413909,,
DB05089,VPM4001,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05090,FP0011,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05091,M0002,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05092,CDP323,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",CDP323,,,,,
DB05093,AX200,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05094,MDV3100,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05095,Cimicoxib,265114-23-6,SmallMoleculeDrug,"","",213053,175426942,"","","","","","","","","",,"",,184745,50131593,
DB05096,LY2140023,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05097,Labetuzumab,219649-07-7,BiotechDrug,"","",,,"","","","","","","","","",Labetuzumab,"",,,,
DB05098,Leptin,169494-85-3,SmallMoleculeDrug,"","",,,"","","","","","","","","",Leptin,,,,,
DB05099,Ancrod,9046-56-4,SmallMoleculeDrug,"","",,,"","","","","","",1989,"","",Ancrod,,,,,
DB05100,AG3340,192329-42-3,SmallMoleculeDrug,"","",3050430,175426943,"","","","","","","","","",,,,2312492,,
DB05101,Matuzumab,339186-68-4,BiotechDrug,"","",,,"","","","","","","","","",Matuzumab,"",,,,
DB05102,AG7088,223537-30-2,SmallMoleculeDrug,"","",6440352,175426944,"","","","","","","","","",,,,4944627,11243,
DB05103,Pivaloyloxymethyl butyrate,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05104,Asimadoline,153205-46-0,SmallMoleculeDrug,"","",179340,175426945,"","","","","","","","","",,,,156107,,
DB05105,Pleconaril,153168-05-9,SmallMoleculeDrug,"","",1684,175426946,"","",W11,"","","","","","",Pleconaril,"",,1621,,
DB05106,IR208,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05107,HE2000,28507-02-0,SmallMoleculeDrug,"","",71613,175426947,"","","","","","","","","",,,,64682,,
DB05108,EHT899,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05109,Trabectedin,114899-77-3,SmallMoleculeDrug,"","",108150,99443229,"",PA165958349,"","","","",20593,"","",Trabectedin,"",,,,
DB05110,VIR201,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05111,Fontolizumab,326859-36-3,BiotechDrug,"","",,,"","","","","","","","","",Fontolizumab,"",,,,
DB05112,AP5280,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05113,105AD7,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05114,EHC18,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05115,NN344,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05116,NB1011,232925-18-7,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05117,IGN301,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05118,R1204,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05119,Rilapladib,412950-08-4,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05120,AT1391,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05121,1D09C3,"",BiotechDrug,"","",,,"","","","","","","","","","","",,,,
DB05122,R1295,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05123,Gemcabene,183293-82-5,SmallMoleculeDrug,"","",157692,175426948,"","","","","","","","","",,,,138760,,
DB05124,ARC183,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05125,SC12267,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05126,PYM50018,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05127,ANA971,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05128,Aminocandin,"",SmallMoleculeDrug,"","",16072305,175426949,"","","","","","","","","",,,,17231781,,
DB05129,Elsamitrucin,97068-30-9,SmallMoleculeDrug,"","",5362259,175426950,"","","","","","","","","",,,,4514988,,
DB05130,INCB3284,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05131,TTP889,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05132,ND1251,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05133,VP025,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05134,CNF1010,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05135,Vibriolysin,69598-88-5,SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05136,Bavituximab,648904-28-3,BiotechDrug,"","",,,"","","","","","","","","",Bavituximab,"",,,,
DB05137,Lobeline,90-69-7,SmallMoleculeDrug,C07475,D02364,101616,175426951,48723,"","","","","","","","",Lobeline,,,91814,,
DB05138,AdPEDF,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05139,CR002,"",BiotechDrug,"","",,,"","","","","","","","","",,,,,,
DB05140,RAV12,"",BiotechDrug,"","",,,"","","","","","","","","","","",,,,
DB05141,LY2181308,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05142,ND7001,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05143,OXI4503,288847-35-8,SmallMoleculeDrug,"","",6918545,175426952,"","","","","","","","","","","",,5293742,50236033,
DB05144,PEV3A,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05145,TH0318,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05146,XL820,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05147,CYT997,"",SmallMoleculeDrug,"","",,,"","","","","","","","","",,,,,,
DB05148,CG0070,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
DB05149,XL844,"",SmallMoleculeDrug,"","",,,"","","","","","","","","","","",,,,
